osm_id,name,state,geom,source_id,run_id,ingested_at,observed_at,confidence,conf_trust,conf_fresh,conf_complete,conf_agree,flags,props
node/10005199355,CAT Scale,,POINT(-89.3697891 38.3845217),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""brand:wikidata"": ""Q111631907""}"
node/10005199463,CAT Scale,,POINT(-89.5350771 38.4361599),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1620"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1620"", ""operator"": ""Road Ranger"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 815-656-4143""}"
node/10007051228,CAT Scale,,POINT(-112.3521738 38.9478449),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""3332"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=3332"", ""operator"": ""Love's Travel Stop"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 484-630-6993"", ""operator:website"": ""https://www.loves.com/locations/835"", ""operator:wikidata"": ""Q1872496""}"
node/10009339495,,,POINT(-94.2988535 37.5490672),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""access"": ""private"", ""amenity"": ""weighbridge""}"
node/10010193248,CAT Scale,,POINT(-81.6670614 30.7947272),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""944"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=944"", ""operator"": ""Petro Stopping Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 912-882-3111"", ""operator:wikidata"": ""Q64051305""}"
node/10015029766,,,POINT(-75.5309009 37.9759801),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""amenity"": ""weighbridge"", ""operator"": ""Virginia Department of Motor Vehicles""}"
node/10029128074,,,POINT(-82.2377222 33.4870121),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""amenity"": ""weighbridge""}"
node/10029128075,,,POINT(-82.2328036 33.4877886),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""amenity"": ""weighbridge""}"
node/10042794000,CAT Scale,,POINT(-92.5103893 44.0932311),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1986"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1986"", ""operator"": ""Kwik Trip"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 507-281-6331""}"
node/10053742975,CAT Scale,,POINT(-76.064743 39.5894024),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""117"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=117"", ""operator"": ""ONE9 Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 410-642-2883""}"
node/10053845611,,,POINT(-76.0733283 39.5680359),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""amenity"": ""weighbridge""}"
node/10057431744,CAT Scale,,POINT(-80.6022517 33.1933013),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1625"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1625"", ""operator"": ""Flying J Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 843-563-8989"", ""operator:wikidata"": ""Q64130592""}"
node/10059925816,,,POINT(-81.6892534 30.9472821),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""amenity"": ""weighbridge""}"
node/10062599560,,,POINT(-81.5814503 31.1381409),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""amenity"": ""weighbridge""}"
node/10062599578,CAT Scale,,POINT(-81.5792019 31.1379597),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""271"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=271"", ""operator"": ""TA"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 912-279-3386"", ""operator:website"": ""https://www.ta-petro.com/location/ga/ta-brunswick/"", ""operator:wikidata"": ""Q7835892""}"
node/10074113097,CAT Scale,,POINT(-81.6688492 30.8498188),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""3186"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=3186"", ""operator"": ""Circle K"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 912-464-7462"", ""operator:wikidata"": ""Q3268010""}"
node/10092388220,CAT Scale,,POINT(-85.4386345 40.7231198),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""177"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=177"", ""operator"": ""Warren Travel Plaza"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 260-375-2888""}"
node/10094498507,,,POINT(-93.6107406 41.8200802),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""amenity"": ""weighbridge"", ""operator"": ""Hearrtland Co-Op""}"
node/10112518584,,,POINT(-95.9340611 41.3225276),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""amenity"": ""weighbridge""}"
node/10114529276,CAT Scale,,POINT(-79.1427359 38.0201265),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""760"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=760"", ""operator"": ""Pilot Travel Center"", ""check_date"": ""2024-02-10"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 540-324-0714"", ""operator:website"": ""https://locations.pilotflyingj.com/us/va/staunton/3541-lee-jackson-highway"", ""operator:wikidata"": ""Q64128179""}"
node/10121672090,CAT Scale,,POINT(-81.5258091 33.7494853),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1131"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1131"", ""operator"": ""Circle K"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 803-663-6942"", ""operator:wikidata"": ""Q3268010""}"
node/10121729597,CAT Scale,,POINT(-81.291661 33.9238855),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1685"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1685"", ""operator"": ""Love's Travel Stop"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 803-957-7856"", ""operator:website"": ""https://www.loves.com/locations/424"", ""operator:wikidata"": ""Q1872496""}"
node/10121729615,,,POINT(-81.268918 33.9392467),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""amenity"": ""weighbridge""}"
node/10125865342,,,POINT(-122.9755725 45.0487513),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""amenity"": ""weighbridge""}"
node/10125865345,CAT Scale,,POINT(-122.975243 45.0481203),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""482"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=482"", ""operator"": ""Pilot Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 503-463-1114"", ""operator:website"": ""https://locations.pilotflyingj.com/us/or/brooks/4220-brooklake-road-ne"", ""operator:wikidata"": ""Q64128179""}"
node/10128494847,,,POINT(-96.116242 41.2209617),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""amenity"": ""weighbridge""}"
node/10136404442,,,POINT(-80.8887221 41.1050928),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""access"": ""customers"", ""amenity"": ""weighbridge""}"
node/10140473550,CAT Scale,,POINT(-83.3940318 33.3479058),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1143"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1143"", ""operator"": ""Rana's Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 706-749-8111""}"
node/10140474643,CAT Scale,,POINT(-83.4745036 33.5513709),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""208"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=208"", ""operator"": ""TA"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 706-342-4176"", ""operator:website"": ""https://www.ta-petro.com/location/ga/ta-madison/"", ""operator:wikidata"": ""Q7835892""}"
node/10140474702,CAT Scale,,POINT(-83.4795941 33.5602025),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""917"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=917"", ""operator"": ""Pilot Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:website"": ""https://locations.pilotflyingj.com/us/ga/madison/1881-eatonton-road"", ""operator:wikidata"": ""Q64128179""}"
node/10141304335,CAT Scale,,POINT(-120.0262001 36.9255388),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""3264"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=3264"", ""operator"": ""EZ Trip Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 559-975-9006""}"
node/10141342754,CAT Scale,,POINT(-119.9521115 36.8530503),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""3339"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=3339"", ""operator"": ""Refresh Travel Plaza"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 559-214-2444""}"
node/10141345008,CAT Scale,,POINT(-120.8357471 45.6692755),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""898"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=898"", ""operator"": ""Pilot Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-739-2174"", ""operator:website"": ""https://locations.pilotflyingj.com/us/or/wasco/91485-biggs-rufus-highway"", ""operator:wikidata"": ""Q64128179""}"
node/10141345009,CAT Scale,,POINT(-120.8304537 45.6695021),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""3246"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=3246"", ""operator"": ""EZ Trip Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-739-2069""}"
node/10141366771,CAT Scale,,POINT(-122.3931436 45.5434921),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1497"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1497"", ""operator"": ""Love's Travel Stop"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 503-665-7741"", ""operator:website"": ""https://www.loves.com/locations/449"", ""operator:wikidata"": ""Q1872496""}"
node/10141366772,CAT Scale,,POINT(-122.3947599 45.5434049),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""305"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=305"", ""operator"": ""TA"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 503-666-1588"", ""operator:website"": ""https://www.ta-petro.com/location/or/ta-troutdale/"", ""operator:wikidata"": ""Q7835892""}"
node/10141371041,CAT Scale,,POINT(-122.8090095 45.2341636),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1710"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1710"", ""operator"": ""Flying J Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 503-678-1262"", ""operator:wikidata"": ""Q64130592""}"
node/10141371042,CAT Scale,,POINT(-122.80823 45.2368613),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""687"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=687"", ""operator"": ""TA"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 503-678-2111"", ""operator:website"": ""https://www.ta-petro.com/location/or/ta-aurora/"", ""operator:wikidata"": ""Q7835892""}"
node/10141372174,CAT Scale,,POINT(-123.3670186 43.1506741),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""965"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=965"", ""operator"": ""Love's Travel Stop"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-679-1916"", ""operator:website"": ""https://www.loves.com/locations/312"", ""operator:wikidata"": ""Q1872496""}"
node/10141373591,CAT Scale,,POINT(-120.0955849 36.995696),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""3124"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=3124"", ""operator"": ""Love's Travel Stop"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 559-661-1012"", ""operator:website"": ""https://www.loves.com/locations/736"", ""operator:wikidata"": ""Q1872496""}"
node/10141380101,CAT Scale,,POINT(-123.0571855 44.1363367),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""3162"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=3162"", ""operator"": ""Truck 'N Travel"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-868-2880""}"
node/10141393009,CAT Scale,,POINT(-123.0550414 44.6984877),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1991"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1991"", ""operator"": ""Love's Travel Stop"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-928-1900"", ""operator:website"": ""https://www.loves.com/locations/728"", ""operator:wikidata"": ""Q1872496""}"
node/10141397532,CAT Scale,,POINT(-123.0565065 44.55467),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1778"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1778"", ""operator"": ""EZ Trip Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-928-1723""}"
node/10141403484,CAT Scale,,POINT(-121.7981357 42.2568713),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1206"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1206"", ""operator"": ""Pilot Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-884-0400"", ""operator:website"": ""https://locations.pilotflyingj.com/us/or/klamath-falls/3817-n-highway-97"", ""operator:wikidata"": ""Q64128179""}"
node/10141403938,CAT Scale,,POINT(-121.7846332 43.2155619),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1092"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1092"", ""operator"": ""Pilot Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-365-0991"", ""operator:website"": ""https://locations.pilotflyingj.com/us/or/chemult/109450-us-97"", ""operator:wikidata"": ""Q64128179""}"
node/10141407631,CAT Scale,,POINT(-123.29026 43.5397276),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""188"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=188"", ""operator"": ""Pilot Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-849-2133"", ""operator:website"": ""https://locations.pilotflyingj.com/us/or/oakland/800-john-long-road"", ""operator:wikidata"": ""Q64128179""}"
node/10141407648,CAT Scale,,POINT(-122.8106638 42.2803264),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""806"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=806"", ""operator"": ""Petro Stopping Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-535-3372"", ""operator:wikidata"": ""Q64051305""}"
node/10141409272,CAT Scale,,POINT(-122.8989732 42.3773781),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""503"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=503"", ""operator"": ""Pilot Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-664-7001"", ""operator:website"": ""https://locations.pilotflyingj.com/us/or/central-point/1600-east-pine-street"", ""operator:wikidata"": ""Q64128179""}"
node/10141425120,CAT Scale,,POINT(-121.1381543 44.6126827),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""3232"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=3232"", ""operator"": ""Love's Travel Stop"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-675-6008"", ""operator:wikidata"": ""Q1872496""}"
node/10141425765,CAT Scale,,POINT(-116.976697 44.0455855),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1273"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1273"", ""operator"": ""Love's Travel Stop"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-823-8282"", ""operator:website"": ""https://www.loves.com/locations/372"", ""operator:wikidata"": ""Q1872496""}"
node/10141427936,CAT Scale,,POINT(-119.7976984 45.8252506),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""1855"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=1855"", ""operator"": ""Love's Travel Stop"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-481-2934"", ""operator:website"": ""https://www.loves.com/locations/650"", ""operator:wikidata"": ""Q1872496""}"
node/10141440676,CAT Scale,,POINT(-117.2252378 44.2928303),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""brand:wikidata"": ""Q111631907""}"
node/10141445955,CAT Scale,,POINT(-119.2064763 45.7660065),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""480"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=480"", ""operator"": ""Pilot Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-449-1403"", ""operator:website"": ""https://locations.pilotflyingj.com/us/or/stanfield/2115-south-highway-395"", ""operator:wikidata"": ""Q64128179""}"
node/10141459631,CAT Scale,,POINT(-116.9524025 44.0263398),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""589"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=589"", ""brand:wikidata"": ""Q111631907""}"
node/10141462121,CAT Scale,,POINT(-118.0425399 45.2969044),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""3251"", ""name"": ""CAT Scale"", ""brand"": ""CAT Scale"", ""amenity"": ""weighbridge"", ""website"": ""https://catscale.com/cat-scale-locator/?single=3251"", ""operator"": ""Flying J Travel Center"", ""brand:wikidata"": ""Q111631907"", ""operator:phone"": ""+1 541-625-4997"", ""operator:wikidata"": ""Q64130592""}"
