source_record_id,name,brand,category_source,category,lat,lon,address,city,state,zip,phone,website,date_refreshed,date_closed,observed_at,run_id,props
00025f49a17e4f984d8ad665,Bso Automotive,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,26.131985058527846,-80.14902368081836,737 NW 5th Ave,Fort Lauderdale,FL,33311,(954) 712-0102,,2012-10-18,,2012-10-18 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""FL"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
000260ec73e54e89f24ff570,McKinley Tire Sales & Service,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,31.846062,-86.623951,470 Greenville Byp,Greenville,AL,36037,(334) 382-7777,http://www.mckinleytire.com,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""AL"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop"", ""Business and Professional Services > Automotive Service > Tire Repair Shop""]}"
00026a00e81544d61a881518,Alford Oil Co.,,Travel and Transportation > Fuel Station,fuel_station,30.528842273551895,-96.70646526012676,702 N Front St,Caldwell,TX,77836,(979) 567-3597,,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""TX"", ""matched_labels"": [""Travel and Transportation > Fuel Station""]}"
000286692a99480b7ff619d0,Tint SRQ,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,27.270704130194773,-82.48425836963804,4261 Derek Way,Sarasota,FL,34233,(941) 677-3567,http://www.tintsrq.com,2020-02-25,,2020-02-25 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""FL"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop"", ""Retail > Automotive Retail > Car Parts and Accessories""]}"
00028c2955104e8be4a70ca3,Subway,,Dining and Drinking > Restaurant > Fast Food Restaurant,fast_food,40.854792,-74.072059,155 State Rt 17 Ste 3,Hasbrouck Heights,NJ,07604,(201) 727-0373,https://www.subway.com/en-US,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""NJ"", ""matched_labels"": [""Dining and Drinking > Restaurant > Fast Food Restaurant""]}"
00028d75942a4c7723442e51,W B Mini,,Travel and Transportation > Fuel Station,fuel_station,44.27605711721856,-84.24293465030338,600 W Houghton Ave,West Branch,MI,48661,(989) 345-1693,http://shell.com,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""MI"", ""matched_labels"": [""Travel and Transportation > Fuel Station""]}"
000291c38298475237921e2e,Fox Meadow Food Mart,,Retail > Food and Beverage Retail > Grocery Store,grocery,39.94939539074712,-74.98526039417835,2920 Route 73 N,Maple Shade,NJ,08052,(856) 482-0840,http://njhfc.com,2012-10-09,,2012-10-09 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""NJ"", ""matched_labels"": [""Retail > Food and Beverage Retail > Grocery Store""]}"
0002a51f410d4b94b89419c9,River Bend Federal Credit Union,,Business and Professional Services > Financial Service > Banking and Finance > Bank,atm_bank,41.667422416157194,-86.26088966922875,718 Chapin St,South Bend,IN,46601,(574) 288-1949,http://www.riverbendfcu.com,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""IN"", ""matched_labels"": [""Business and Professional Services > Financial Service > Banking and Finance > Bank""]}"
0002db052455487013dcf37a,Abbey Cafe,,Dining and Drinking > Restaurant,restaurant,45.56282525355019,-122.67096010052103,441 N Killingsworth St,Portland,OR,97217,(503) 286-4847,,2012-10-09,,2012-10-09 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""OR"", ""matched_labels"": [""Dining and Drinking > Restaurant""]}"
0003117888414e3571434627,C J's,,Dining and Drinking > Restaurant,restaurant,33.12511653994175,-81.3431741092628,58 West Ave,Barnwell,SC,29812,(803) 584-3598,,2012-08-02,,2012-08-02 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""SC"", ""matched_labels"": [""Dining and Drinking > Restaurant""]}"
000323e0198f41415bafe9ba,Smith's Grocery Pickup and Delivery,,Retail > Food and Beverage Retail > Grocery Store,grocery,36.040078890572204,-115.17096415996897,8180 Las Vegas Blvd S,Las Vegas,NV,89123,(702) 492-1943,,2020-07-15,,2020-07-15 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""NV"", ""matched_labels"": [""Retail > Food and Beverage Retail > Grocery Store""]}"
0003347e5c8a48cc0406866b,Dixie Oil Co.,,Travel and Transportation > Fuel Station,fuel_station,31.44568027587935,-83.48720293254232,1284 US Highway 82 E,Tifton,GA,31794,(229) 382-2700,http://dixiegas.com,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""GA"", ""matched_labels"": [""Travel and Transportation > Fuel Station""]}"
000376aef56f4fcf86a373a1,Sunflower Bank ATM,,Business and Professional Services > Financial Service > Banking and Finance > ATM,atm_bank,38.833289375336854,-97.61009315428547,400 S Santa Fe Ave,Salina,KS,67401,(888) 827-5564,https://www.sunflowerbank.com,2012-03-20,,2012-03-20 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""KS"", ""matched_labels"": [""Business and Professional Services > Financial Service > Banking and Finance > ATM""]}"
0003efc033db4860b0059117,Associated Bank,,Business and Professional Services > Financial Service > Banking and Finance > Bank,atm_bank,30.398264439991557,-88.90161011110686,188 Porter Ave,Biloxi,MS,39530,,https://www.associatedbank.com,2020-04-27,,2020-04-27 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""MS"", ""matched_labels"": [""Business and Professional Services > Financial Service > Banking and Finance > Bank""]}"
00040ce180c44bd3eee6d16c,Wellspring Nature Center,,Travel and Transportation > Lodging > Hotel,hotel,42.06289796221978,-77.93055177136452,1483 River Rd,Wellsville,NY,14895,(716) 498-0005,http://wellspringinn.com,2012-10-09,,2012-10-09 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""NY"", ""matched_labels"": [""Travel and Transportation > Lodging > Hotel""]}"
000433a690d94069196106f6,Midas,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,38.72161018728677,-120.82982674023718,3020 Briw Rd,Placerville,CA,95667,(530) 621-0810,http://www.midas.com,2012-02-02,,2012-02-02 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""CA"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop"", ""Business and Professional Services > Automotive Service > Tire Repair Shop"", ""Retail > Automotive Retail > Car Parts and Accessories""]}"
000444d26e204250c204360f,El Azteca Tacos Y Mariscos,,Dining and Drinking > Restaurant,restaurant,36.1024541595447,-78.46645422112795,3459 US 1 Hwy,Franklinton,NC,27525,(919) 494-1003,,2012-10-09,,2012-10-09 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""NC"", ""matched_labels"": [""Dining and Drinking > Restaurant""]}"
0004500a1d2f43fbed2edd8f,Walkers Auto Service,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,42.213462475490736,-83.17755314172018,2121 Ford Ave,Wyandotte,MI,48192,(734) 281-3760,,2024-11-11,,2024-11-11 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""MI"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop"", ""Business and Professional Services > Automotive Service > Towing Service""]}"
00045bb30c8d443985c000c9,Bass Guillermo,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,29.345443432460748,-98.51651686362815,3201 Commercial Ave,San Antonio,TX,78221,(210) 927-7882,,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""TX"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
00045cc0857a48b44f186c25,Pacoima Transmissions,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,34.25827006299678,-118.41424454836474,10365 San Fernando Rd Ste E,Pacoima,CA,91331,(818) 897-6300,https://pacoimatransmissio.wixsite.com/nsfv,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""CA"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop"", ""Business and Professional Services > Automotive Service > Transmissions Shop""]}"
0004657e10df4e10a9383d4e,S & S Diesel,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,46.95863863265879,-120.40244430950378,1901 Badger Pocket Rd,Ellensburg,WA,98926,(509) 899-3916,http://www.fairpoint.com/home.html,2014-12-30,,2014-12-30 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""WA"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop"", ""Retail > Automotive Retail > Car Parts and Accessories""]}"
00046bc5cb8e4d9ca28f097d,Goody's Middle Eastern Pastry,,Dining and Drinking > Restaurant,restaurant,32.94830775223585,-96.73037418042657,116 S Greenville Ave Ste 110,Richardson,TX,75081,(972) 664-9933,,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""TX"", ""matched_labels"": [""Dining and Drinking > Restaurant""]}"
0004818a0f69431afe4e1471,New England Classic Car,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,42.16199929490782,-71.58521287349939,145 Milford St # A,Upton,MA,01568,(508) 529-7883,http://www.newenglandclassics.com,2012-02-02,,2012-02-02 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""MA"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
