shop_id,name,category_src,category,brand,lat,lon,geom,address,city,state,zip,phone,website,email,socials,src_confidence,n_sources,source_names,route_id,route_ref,route_name,route_dist_m,on_route_5km,gmaps_url,phone_valid,phone_state_ok,coord_ok,cluster_dup,spam_flag,verification_status,confidence,flags,observed_at,props,source_orgs,n_independent,licence_verified,licence_id,licence_state,licence_expiry,licence_expired,licence_rule,opening_hours,open_24h,hours_source,chain_brand,osm_match_id,osm_match_m,last_seen_at,last_seen_src,liveness,live_state,live_presence,live_sources,live_corrob,live_reasons
006023a0-05dd-4b37-8f0c-6e638d4d820a,Inwood Truck and Trailer Repair,truck_repair,Truck repair,,39.72051239013672,-77.73885345458984,POINT(-77.73885345458984 39.72051239013672),14728 Crown Ln,Hagerstown,MD,21740-2450,+13016790015,http://www.inwoodtruckcenter.com/,repair@inwoodtruckcenter.com,{https://www.facebook.com/105765698196736},0.9199122190475464,3,"{Overture,Overture-signals,meta}",442046,I 81,MARYLAND VETERANS HWY,344,t,"https://www.google.com/maps/search/?api=1&query=39.72051239013672,-77.73885345458984",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00616a64-6f02-46e8-a63d-db32454b7407,Breinig Truck & Trailer,truck_repair,Truck repair,,40.304931640625,-99.90711212158203,POINT(-99.90711212158203 40.304931640625),205 West St,Arapahoe,NE,68922,3089627200,"",,,0.9199122190475464,3,"{Microsoft,Overture,Overture-signals}",214216,U 6,U 6,140,t,"https://www.google.com/maps/search/?api=1&query=40.304931640625,-99.90711212158203",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{microsoft,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,microsoft,73,likely_open,97,80,0,{}
0063b98b-3e44-4e3c-beb1-4ca4b287afd2,JC's Truck and Auto Center,truck_repair,Truck repair,,34.145259857177734,-82.14566802978516,POINT(-82.14566802978516 34.145259857177734),317 Highway 221 S,Greenwood,SC,29646-7846,+18642271781,http://napaonline.com,jcstruckrepair@gmail.com,{https://www.facebook.com/100198894886254},0.8695893287658691,2,"{Overture,meta}",406384,U 25,U 25,922,t,"https://www.google.com/maps/search/?api=1&query=34.145259857177734,-82.14566802978516",t,t,t,f,f,probable,74,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00647970-ecf8-46b3-a985-7a116f1994e9,B & K Equipment Services,truck_repair,Truck repair,,40.105873107910156,-74.39301300048828,POINT(-74.39301300048828 40.105873107910156),622 W Veterans Hwy,Jackson,NJ,08527-3733,+17326577518,http://bkequipmentservices.com/,amanda.l@bkequipmentservices.com,{https://www.facebook.com/295132077274824},0.9199122190475464,3,"{Overture,Overture-signals,meta}",456773,I 195,I 195,5753,f,"https://www.google.com/maps/search/?api=1&query=40.105873107910156,-74.39301300048828",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,f,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00760ef3-3fd0-4524-a148-238d6fcf548d,Gray's Towing of Flint,truck_repair,Truck repair,,43.010868072509766,-83.6470947265625,POINT(-83.6470947265625 43.010868072509766),3419 Lapeer Rd,Flint,MI,48503,8107367450,"",,,0.9902192950248718,3,"{Microsoft,Overture,Overture-signals}",448392,I 69,CHEVROLET BUICK FRWY,172,t,"https://www.google.com/maps/search/?api=1&query=43.010868072509766,-83.6470947265625",t,t,t,f,f,probable,79,{single_org_source},2026-07-22 00:00:00+00,{},"{microsoft,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,microsoft,73,likely_open,97,80,0,{}
007a2185-0c1c-4c9c-96e7-429703cb9d4e,Simmons Built L.L.C,truck_repair,Truck repair,,37.111656188964844,-94.40852355957031,POINT(-94.40852355957031 37.111656188964844),19360 Dogwood Rd,Joplin,MO,64801-6113,+14177930209,,simmonsbuiltllc@gmail.com,{https://www.facebook.com/104175988625010},0.9902192950248718,3,"{Overture,Overture-signals,meta}",261075,S 171,S 171,4131,t,"https://www.google.com/maps/search/?api=1&query=37.111656188964844,-94.40852355957031",t,t,t,f,f,probable,79,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
007be810-a3cd-4c59-a262-69416500cc93,Mora Services,truck_repair,Truck repair,,36.15287399291992,-95.83293151855469,POINT(-95.83293151855469 36.15287399291992),523 S 129th Ave E,Tulsa,OK,74108-2511,+19188889210,http://www.abmora.com/,sales@moraauto.com,{https://www.facebook.com/234840136389655},0.9199122190475464,3,"{Overture,Overture-signals,meta}",255034,I 44,SKELLY DR,464,t,"https://www.google.com/maps/search/?api=1&query=36.15287399291992,-95.83293151855469",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,Mo-Fr 07:30-17:00; Sa 08:00-12:00,f,alltheplaces,FleetPride,,,2026-08-11 21:11:13+00,chain_sites,100,open,99,100,100,{chain_confirmed:FleetPride}
008f9b98-3370-48b6-914c-8a2224701b00,McLaughlin Truck Services,truck_repair,Truck repair,,34.953468322753906,-79.79129028320312,POINT(-79.79129028320312 34.953468322753906),107 Cartledge Creek Rd,Rockingham,NC,28379-6863,+19108954146,,,{https://www.facebook.com/108612856149325},0.9199122190475464,3,"{Overture,Overture-signals,meta}",409206,U 220,U 220,1091,t,"https://www.google.com/maps/search/?api=1&query=34.953468322753906,-79.79129028320312",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
009123a3-c45e-4ee6-9fda-fa0fe6f1b3ab,Eastend Repair LLC,truck_repair,Truck repair,,40.47259521484375,-92.97015380859375,POINT(-92.97015380859375 40.47259521484375),31319 US Highway 136,Unionville,MO,63565-3424,+16602166390,,eastendrepair@hotmail.com,{https://www.facebook.com/1818565335057695},0.9199122190475464,3,"{Overture,Overture-signals,meta}",298445,S 55,S 55,26486,f,"https://www.google.com/maps/search/?api=1&query=40.47259521484375,-92.97015380859375",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
009229f6-5fac-4b30-9b3b-44ebc427fa33,Love's Truck Care,truck_repair,Truck repair,,33.88080596923828,-96.49932861328125,POINT(-96.49932861328125 33.88080596923828),2150 Leavenworth Trl,Colbert,OK,74730-3530,+15802965940,https://www.freightliner.com/dealer/l373/loves-truck-care,,{https://www.facebook.com/210581615737647},0.9722161889076233,3,"{Overture,Overture-signals,meta}",195968,U 69,U 69,186,t,"https://www.google.com/maps/search/?api=1&query=33.88080596923828,-96.49932861328125",t,t,t,f,f,probable,78,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,f,,Love's,,,2026-08-11 21:11:13+00,chain_sites,100,open,99,100,100,{chain_confirmed:Love's}
009503ec-eab4-404a-8ff0-e611e7617354,Ryder Truck Maintenance Shop,truck_repair,Truck repair,Ryder,29.807388305664062,-95.11397552490234,POINT(-95.11397552490234 29.807388305664062),16139 N Wood Dr,Channelview,TX,77530-2727,+12814573244,http://www.ryder.com,,{https://www.facebook.com/110850988979890},0.9902192950248718,3,"{Overture,Overture-signals,meta}",143674,I 10,BAYTOWN EAST FRWY,2568,t,"https://www.google.com/maps/search/?api=1&query=29.807388305664062,-95.11397552490234",t,t,t,f,f,probable,79,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
009624e6-d26c-43a9-96f0-010c80c708ae,Pepins Truck Repair,truck_repair,Truck repair,,44.95317840576172,-72.13855743408203,POINT(-72.13855743408203 44.95317840576172),30 Roy St,Derby,VT,05829-9465,+18027665009,https://www.pepinstruckparts.com/contact.html,pepinstruck@hotmail.com,{https://www.facebook.com/810187285504797},0.9199122190475464,3,"{Overture,Overture-signals,meta}",466277,I 91,I 91,883,t,"https://www.google.com/maps/search/?api=1&query=44.95317840576172,-72.13855743408203",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
009aa62d-d57c-4829-b3b6-37e87df0b789,Gutierrez Truck Repair,truck_repair,Truck repair,,41.58599853515625,-87.62284851074219,POINT(-87.62284851074219 41.58599853515625),16717 S Clark St,Thornton,IL,60473,+17083621002,,gttrepair@yahoo.com,{https://www.facebook.com/585302421335821},0.9199122190475464,3,"{Overture,Overture-signals,meta}",389183,I 80,TRI-STATE TOLLWY,734,t,"https://www.google.com/maps/search/?api=1&query=41.58599853515625,-87.62284851074219",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
009da69f-d349-4752-9dcd-9c1d3cea79cc,All State Road Service,truck_repair,Truck repair,,33.398983001708984,-112.1505355834961,POINT(-112.1505355834961 33.398983001708984),5201 S 43rd Ave,Phoenix,AZ,85041-3209,+16233400548,,,{https://www.facebook.com/107845294120547},0.9199122190475464,3,"{Overture,Overture-signals,meta}",16872,I 17,I 17,5393,f,"https://www.google.com/maps/search/?api=1&query=33.398983001708984,-112.1505355834961",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00a2dda0-26b0-4973-b36a-0e359e3ec709,Louisiana Truck Body Repair Shop,truck_repair,Truck repair,,30.501270294189453,-90.44258117675781,POINT(-90.44258117675781 30.501270294189453),17189 E Park Ave,Hammond,LA,70403,+19852058995,http://truckbodyrepairshop.com/,rhfiberglass1@gmail.com,{https://www.facebook.com/1302641263187308},0.9199122190475464,3,"{Overture,Overture-signals,meta}",164308,I 12,I 12,2485,t,"https://www.google.com/maps/search/?api=1&query=30.501270294189453,-90.44258117675781",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00a9b469-0b2a-41b6-9c02-9441fbf2828b,Griffin Diesel LLC,truck_repair,Truck repair,,32.94401550292969,-103.33336639404297,POINT(-103.33336639404297 32.94401550292969),1221 E Avenue D,Lovington,NM,88260,+15756317509,,kevingriffin57@gmail.com,{https://www.facebook.com/110949627160619},0.9199122190475464,3,"{Overture,Overture-signals,meta}",25728,U 62,U 62,27428,f,"https://www.google.com/maps/search/?api=1&query=32.94401550292969,-103.33336639404297",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00b8d08f-1356-404b-adb8-97a8d39d0534,Asm Truck Service,truck_repair,Truck repair,,40.19144058227539,-74.76673889160156,POINT(-74.76673889160156 40.19144058227539),1501 S Pennsylvania Ave,Falls Twp,PA,19067-2505,+17187448106,https://share.google/gOVQAnAoJsSA7wyDD,asmtruckserviceinc@gmail.com,{https://www.facebook.com/945055665359658},0.29130879044532776,2,"{Overture,meta}",455775,U 1,MARTIN L KING JR EXWY,1621,t,"https://www.google.com/maps/search/?api=1&query=40.19144058227539,-74.76673889160156",t,f,t,f,f,unverified,36,"{phone_state_mismatch,single_org_source}",2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00b96d24-1f83-46e6-b11d-b17801c73c14,Tri County Truck and Trailer Repair Inc,emergency_roadside_service,Roadside / breakdown,,28.044736862182617,-81.90482330322266,POINT(-81.90482330322266 28.044736862182617),2810 E Main St,Lakeland,FL,33801-9404,+18634091402,https://tctruckandtrailer.com/?y_source=1_NzUxMDUzMTEtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,admin@tctruckandtrailer.com,{https://www.facebook.com/109728435252857},0.9199122190475464,3,"{Overture,Overture-signals,meta}",186194,I 4,I 4,7421,f,"https://www.google.com/maps/search/?api=1&query=28.044736862182617,-81.90482330322266",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00c51e31-0d9a-4a86-a8b6-899d9b288fd9,Hook N Go LLC,roadside_assistance,Roadside / breakdown,,44.896541595458984,-91.69351959228516,POINT(-91.69351959228516 44.896541595458984),N6031 County Road H,Elk Mound,WI,54739,7154568504,https://hookngollc.com/,,,0.9199122190475464,3,"{Microsoft,Overture,Overture-signals}",472639,S 29,State Hwy 29,98,t,"https://www.google.com/maps/search/?api=1&query=44.896541595458984,-91.69351959228516",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{microsoft,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,microsoft,73,likely_open,97,80,0,{}
00cdfe59-9ed4-4e02-98f0-81e4dca1521c,Mobile Wrench Truck Repair,truck_repair,Truck repair,,39.82818603515625,-104.96719360351562,POINT(-104.96719360351562 39.82818603515625),7245 Gilpin Way Ste 130,Denver,CO,80229,3036505902,https://mobilewrenchfleet.com/,,,0.9199122190475464,3,"{Microsoft,Overture,Overture-signals}",93059,I 270,DENVER BOULDER TPKE,276,t,"https://www.google.com/maps/search/?api=1&query=39.82818603515625,-104.96719360351562",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{microsoft,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,microsoft,73,likely_open,97,80,0,{}
00d8327c-2aaa-4cf3-851d-10f739c01f91,OTC TRUCK&tralier,truck_repair,Truck repair,,39.918609619140625,-82.99413299560547,POINT(-82.99413299560547 39.918609619140625),50 Kingston Ave,Columbus,OH,43207-2436,+18084684442,,,{https://www.facebook.com/415767892314833},0.9902192950248718,3,"{Overture,Overture-signals,meta}",415711,U 23,U 23,109,t,"https://www.google.com/maps/search/?api=1&query=39.918609619140625,-82.99413299560547",t,f,t,f,f,probable,64,"{phone_state_mismatch,single_org_source}",2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00ea53b3-6d57-469e-8d03-b1e597128fdb,Inland Truck Parts & Service,truck_repair,Truck repair,,41.85786056518555,-103.6281509399414,POINT(-103.6281509399414 41.85786056518555),230377 Highland Rd,Scottsbluff,NE,69361,3086326147,http://www.inlandtruck.com/locations/nebraska/scottsbluff/,,,0.9199122190475464,3,"{Microsoft,Overture,Overture-signals}",100428,U 26,U 26,92,t,"https://www.google.com/maps/search/?api=1&query=41.85786056518555,-103.6281509399414",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{microsoft,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,microsoft,73,likely_open,97,80,0,{}
00f39ca0-3604-437a-94d4-d771a318c972,A.R.M.S. Inc.,truck_repair,Truck repair,,40.284549713134766,-84.17274475097656,POINT(-84.17274475097656 40.284549713134766),,Sidney,OH,,+19373942767,http://www.arms-inc.com/,kevin@arms-inc.com,{https://www.facebook.com/153329211381206},0.7375158071517944,3,"{Overture,Overture-signals,meta}",394378,I 75,I 75,824,t,"https://www.google.com/maps/search/?api=1&query=40.284549713134766,-84.17274475097656",t,t,t,f,f,probable,69,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00f6168f-df74-488a-a8b2-0dd68d513e9f,Sorto Truck Electric Llc,truck_repair,Truck repair,,39.94411087036133,-75.04456329345703,POINT(-75.04456329345703 39.94411087036133),309 Chapel Ave W,Cherry Hill,NJ,08002,+19733916276,,sortotruckelectric@gmail.com,{https://www.facebook.com/102798851124340},0.9902192950248718,3,"{Overture,Overture-signals,meta}",455305,I 95,VIETNAM VETERANS MEMORIAL HWY,6171,f,"https://www.google.com/maps/search/?api=1&query=39.94411087036133,-75.04456329345703",t,t,t,f,f,probable,79,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,f,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
