osm_id,name,brand,state,truck_repair,trailer_repair,hgv_access,geom,source_id,run_id,ingested_at,observed_at,confidence,conf_trust,conf_fresh,conf_complete,conf_agree,flags,props,route_id,route_ref,route_name,route_dist_m,on_route_5km
node/10968565695,,,,t,,,POINT(-82.0178746 30.8520278),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",188109,I 95,I 95,31922,f
node/11002112745,Scotts Auto & Clutch Repair,,UT,t,,,POINT(-111.8957371 40.7145187),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Scotts Auto & Clutch Repair"", ""shop"": ""car_repair"", ""phone"": ""+1-801-485-4089"", ""website"": ""https://slcautoshop.com"", ""addr:city"": ""South Salt Lake"", ""addr:state"": ""UT"", ""addr:street"": ""West Crystal Avenue"", ""payment:cash"": ""yes"", ""payment:visa"": ""yes"", ""addr:postcode"": ""84117"", ""opening_hours"": ""Mo-Su 09:00-21:00"", ""payment:cards"": ""yes"", ""payment:coins"": ""yes"", ""payment:notes"": ""yes"", ""payment:cheque"": ""yes"", ""addr:housenumber"": ""144"", ""payment:google_pay"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa_debit"": ""yes"", ""payment:contactless"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:discover_card"": ""yes"", ""service:vehicle:brakes"": ""yes"", ""service:vehicle:repair"": ""yes"", ""service:vehicle:muffler"": ""yes"", ""service:vehicle:repairs"": ""yes"", ""payment:american_express"": ""yes"", ""service:vehicle:batteries"": ""yes"", ""service:vehicle:car_parts"": ""yes"", ""service:vehicle:car_repair"": ""yes"", ""service:vehicle:electrical"": ""yes"", ""service:vehicle:inspection"": ""yes"", ""service:vehicle:oil_change"": ""yes"", ""service:vehicle:diagnostics"": ""yes"", ""service:vehicle:transmission"": ""yes"", ""service:vehicle:truck_repair"": ""yes"", ""service:vehicle:air_conditioning"": ""yes""}",81356,I 80,I 80,400,t
node/11186295719,SSF Repair,,IN,t,,,POINT(-87.4282059 41.5887704),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""SSF Repair"", ""shop"": ""car_repair"", ""phone"": ""+1 219-977-8586"", ""website"": ""https://ssfrepair.com"", ""addr:city"": ""Gary"", ""addr:state"": ""IN"", ""addr:street"": ""Blaine Street"", ""addr:postcode"": ""46406"", ""addr:housenumber"": ""1356"", ""service:vehicle:truck_repair"": ""yes""}",4192,S 912,CLINE AV,389,t
node/11238862188,Big Truck & Tire Repair,,VA,t,,,POINT(-79.287525 37.8880851),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Big Truck & Tire Repair"", ""shop"": ""truck_repair"", ""addr:city"": ""Fairfield"", ""addr:state"": ""VA"", ""addr:street"": ""Ridge Road"", ""addr:postcode"": ""24435"", ""addr:housenumber"": ""29""}",441230,I 81,I 81,352,t
node/11265687242,IK Truck Repair,,,t,,,POINT(-122.7275946 48.9763911),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""IK Truck Repair"", ""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",47781,I 5,I 5,156,t
node/11367150509,Speedco,Speedco,,t,,,POINT(-87.4551349 36.7084561),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Speedco"", ""shop"": ""truck_repair"", ""brand"": ""Speedco"", ""brand:wikidata"": ""Q112455073""}",384667,U 41,U 41,126,t
node/11379560446,TA Truck Service,,,t,,,POINT(-79.2304092 37.9270046),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""TA Truck Service"", ""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",441230,I 81,I 81,270,t
node/11382448412,McMahon Truck Centers,,,t,,,POINT(-81.0044301 34.8533246),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""McMahon Truck Centers"", ""shop"": ""truck_repair""}",408361,I 77,I 77,526,t
node/11418289624,,,,t,,,POINT(-89.5337086 36.7600946),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""truck_repair""}",370577,I 55,I 55,399,t
node/11418289625,,,,t,,,POINT(-89.5341378 36.7581692),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",370119,I 55,I 55,357,t
node/11459909849,,,,t,,,POINT(-82.8496695 35.5553154),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""truck_repair""}",406005,I 40,I 40,113,t
node/11472648842,CB Services,,OH,t,,,POINT(-82.0315212 39.9231276),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""CB Services"", ""shop"": ""truck_repair"", ""website"": ""https://www.cb-truckservices.com/Home"", ""operator"": ""Caleb Baker"", ""addr:city"": ""Zanesville"", ""addr:state"": ""OH"", ""addr:street"": ""Coopermill Road"", ""addr:postcode"": ""43701"", ""contact:phone"": ""+1 740-547-1673"", ""addr:housenumber"": ""1326""}",421118,U 22,U 22,1759,t
node/11545589307,Taller Padilla,,,t,,,POINT(-66.5267151 18.0523109),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Taller Padilla"", ""shop"": ""car_repair"", ""phone"": ""+1-787-315-1983"", ""website"": ""https://tallerpadilla.com/"", ""operator"": ""Luis A Lopez Padilla"", ""addr:city"": ""Juana Diaz"", ""addr:state"": ""PR"", ""addr:street"": ""Carretera 573"", ""addr:postcode"": ""00780"", ""opening_hours"": ""Mo-Fr 07:00-17:00"", ""service:vehicle:brakes"": ""yes"", ""service:vehicle:repairs"": ""yes"", ""service:vehicle:car_repair"": ""yes"", ""service:vehicle:electrical"": ""yes"", ""service:vehicle:oil_change"": ""yes"", ""service:vehicle:diagnostics"": ""yes"", ""service:vehicle:transmission"": ""yes"", ""service:vehicle:truck_repair"": ""yes""}",468870,I 52,I 52,796,t
node/11627973806,L.O. Auto Service,,OH,t,,,POINT(-81.6373655 41.0507448),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""L.O. Auto Service"", ""shop"": ""car_repair"", ""phone"": ""+1-330-849-5116"", ""website"": ""https://www.loautoservice.com/"", ""addr:city"": ""Norton"", ""addr:state"": ""OH"", ""addr:street"": ""Wadsworth Road"", ""addr:postcode"": ""44203"", ""addr:housenumber"": ""3039"", ""service:vehicle:tyres"": ""yes"", ""service:vehicle:brakes"": ""yes"", ""service:vehicle:alignment"": ""yes"", ""service:vehicle:batteries"": ""yes"", ""service:vehicle:car_repair"": ""yes"", ""service:vehicle:electrical"": ""yes"", ""service:vehicle:inspection"": ""yes"", ""service:vehicle:oil_change"": ""yes"", ""service:vehicle:diagnostics"": ""yes"", ""service:vehicle:transmission"": ""yes"", ""service:vehicle:truck_repair"": ""yes"", ""service:vehicle:air_conditioning"": ""yes""}",430385,I 76,I 76,1266,t
node/11653340290,The Internet Car Lot,Independent,NE,t,,,POINT(-96.0229203 41.2078399),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""The Internet Car Lot"", ""shop"": ""car"", ""brand"": ""Independent"", ""phone"": ""+1-402-991-1112"", ""operator"": ""The Internet Car Lot, Inc."", ""addr:city"": ""Omaha"", ""addr:state"": ""NE"", ""addr:street"": ""P Circle"", ""second_hand"": ""yes"", ""payment:cash"": ""yes"", ""payment:visa"": ""yes"", ""addr:postcode"": ""68117"", ""opening_hours"": ""Mo-Sa 09:00-18:00"", ""payment:cheque"": ""yes"", ""payment:paypal"": ""yes"", ""addr:housenumber"": ""7150"", ""air_conditioning"": ""yes"", ""contact:facebook"": ""https://www.facebook.com/TheInternetCarLot/"", ""payment:apple_pay"": ""yes"", ""payment:google_pay"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:contactless"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:discover_card"": ""yes"", ""service:vehicle:tyres"": ""yes"", ""service:vehicle:brakes"": ""yes"", ""service:vehicle:muffler"": ""yes"", ""service:vehicle:repairs"": ""yes"", ""payment:american_express"": ""yes"", ""service:vehicle:painting"": ""yes"", ""service:vehicle:alignment"": ""yes"", ""service:vehicle:batteries"": ""yes"", ""service:vehicle:car_repair"": ""yes"", ""service:vehicle:electrical"": ""yes"", ""service:vehicle:inspection"": ""yes"", ""service:vehicle:oil_change"": ""yes"", ""service:vehicle:body_repair"": ""yes"", ""service:vehicle:diagnostics"": ""yes"", ""service:vehicle:transmission"": ""yes"", ""service:vehicle:truck_repair"": ""yes"", ""service:vehicle:used_car_sales"": ""yes"", ""service:vehicle:air_conditioning"": ""yes""}",283199,U 275,L ST,513,t
node/11765598472,Stoops Freightliner truck country,,,t,,,POINT(-84.0681643 39.8668866),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Stoops Freightliner truck country"", ""shop"": ""truck_repair"", ""addr:street"": ""Center Point 70 Boulevard"", ""addr:postcode"": ""45424""}",394384,I 70,I 70,124,t
node/11765598473,Kenworth of Dayton,,,t,,,POINT(-84.0697924 39.8667086),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Kenworth of Dayton"", ""shop"": ""truck_repair"", ""addr:street"": ""Center Point 70 Boulevard"", ""addr:postcode"": ""45424""}",394384,I 70,I 70,94,t
node/11999707314,"Yosemite Auto Repair, Inc",,CA,t,,,POINT(-118.6749446 34.2710596),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Yosemite Auto Repair, Inc"", ""shop"": ""car_repair"", ""phone"": ""+1 805-527-0070"", ""addr:city"": ""Simi Valley"", ""addr:unit"": ""8"", ""addr:state"": ""CA"", ""addr:street"": ""East Los Angeles Avenue"", ""payment:cash"": ""yes"", ""payment:visa"": ""yes"", ""addr:postcode"": ""93063"", ""opening_hours"": ""Mo-Fr 08:00-17:00; Sa 08:00-13:00"", ""payment:zelle"": ""yes"", ""payment:cheque"": ""yes"", ""addr:housenumber"": ""5956"", ""payment:apple_pay"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:discover_card"": ""yes"", ""service:vehicle:glass"": ""yes"", ""service:vehicle:brakes"": ""yes"", ""service:vehicle:repairs"": ""yes"", ""payment:american_express"": ""yes"", ""service:vehicle:batteries"": ""yes"", ""service:vehicle:car_parts"": ""yes"", ""service:vehicle:car_repair"": ""yes"", ""service:vehicle:electrical"": ""yes"", ""service:vehicle:inspection"": ""yes"", ""service:vehicle:oil_change"": ""yes"", ""service:vehicle:diagnostics"": ""yes"", ""service:vehicle:transmission"": ""yes"", ""service:vehicle:truck_repair"": ""yes"", ""service:vehicle:air_conditioning"": ""yes""}",31008,U 101,VENTURA FRWY,12728,f
node/12097233228,Hillside Toyota,Toyota,NY,t,,,POINT(-73.8122045 40.6936736),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Hillside Toyota"", ""shop"": ""car_repair"", ""brand"": ""Toyota"", ""level"": ""0"", ""phone"": ""+1 718 657 2220"", ""source"": ""survey"", ""toilets"": ""yes"", ""addr:city"": ""South Richmond Hill"", ""addr:state"": ""NY"", ""check_date"": ""2024-08-07"", ""wheelchair"": ""yes"", ""addr:street"": ""Van Wyck Expressway"", ""addr:postcode"": ""11419"", ""brand:wikidata"": ""Q53268"", ""internet_access"": ""wlan"", ""addr:housenumber"": ""101-10"", ""air_conditioning"": ""yes"", ""internet_access:fee"": ""no"", ""internet_access:ssid"": ""Hillside-guest"", ""service:vehicle:glass"": ""yes"", ""service:vehicle:motor"": ""yes"", ""service:vehicle:tyres"": ""yes"", ""service:vehicle:brakes"": ""yes"", ""service:vehicle:wheels"": ""yes"", ""service:vehicle:muffler"": ""yes"", ""service:vehicle:repairs"": ""yes"", ""service:vehicle:painting"": ""yes"", ""service:vehicle:alignment"": ""yes"", ""service:vehicle:batteries"": ""yes"", ""service:vehicle:car_parts"": ""yes"", ""service:vehicle:car_repair"": ""yes"", ""service:vehicle:electrical"": ""yes"", ""service:vehicle:inspection"": ""yes"", ""service:vehicle:oil_change"": ""yes"", ""service:vehicle:body_repair"": ""yes"", ""service:vehicle:diagnostics"": ""yes"", ""service:vehicle:transmission"": ""yes"", ""service:vehicle:truck_repair"": ""yes"", ""service:vehicle:air_conditioning"": ""yes"", ""service:vehicle:transmission_repair"": ""yes""}",457494,I 678,VAN WYCK EXWY,56,t
node/12106745215,Hilt's Garage,,VA,t,,,POINT(-81.963202 36.7125845),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Hilt's Garage"", ""shop"": ""car_repair"", ""phone"": ""+1-276-628-6316"", ""addr:city"": ""Abingdon"", ""addr:state"": ""VA"", ""addr:street"": ""Deadmore Street Southeast"", ""addr:postcode"": ""24210"", ""opening_hours"": ""Mo-Fr 08:00-17:00"", ""addr:housenumber"": ""208"", ""service:vehicle:towing"": ""yes"", ""service:vehicle:car_repair"": ""yes"", ""service:vehicle:inspection"": ""yes"", ""service:vehicle:truck_repair"": ""yes""}",407950,I 81,I 81,1173,t
node/12166262239,Speedco,Speedco,,t,,,POINT(-90.9039185 34.9863385),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Speedco"", ""shop"": ""truck_repair"", ""brand"": ""Speedco"", ""check_date"": ""2024-09-09"", ""brand:wikidata"": ""Q112455073""}",361318,I 40,I 40,235,t
node/12175724163,Speedco,Speedco,,t,,,POINT(-87.9235085 32.8655783),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Speedco"", ""shop"": ""truck_repair"", ""brand"": ""Speedco"", ""check_date"": ""2024-09-13"", ""brand:wikidata"": ""Q112455073""}",183844,I 20,I 20,313,t
node/12175750096,Speedco,Speedco,,t,,,POINT(-91.9922096 32.4935751),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Speedco"", ""shop"": ""truck_repair"", ""brand"": ""Speedco"", ""check_date"": ""2024-09-13"", ""brand:wikidata"": ""Q112455073""}",165223,I 20,I 20,500,t
node/12203210549,Houston Service Center,,TX,t,,,POINT(-95.3013799 29.6286867),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Houston Service Center"", ""shop"": ""truck_repair"", ""phone"": ""+1-713-336-6230"", ""operator"": ""Altec Service Group"", ""addr:city"": ""Houston"", ""addr:state"": ""TX"", ""addr:street"": ""Orem Drive"", ""addr:postcode"": ""77075"", ""addr:housenumber"": ""6902""}",142635,S 35,TELEPHOE RD,1532,t
node/12254404473,Consolidated Power Source LLC,,,t,,,POINT(-116.9810153 33.9246095),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Consolidated Power Source LLC"", ""shop"": ""truck_repair"", ""addr:housenumber"": ""296""}",66892,I 10,SAN BERNARDINO FRWY,295,t
node/12288296678,Brian Omps Towing and Repair,,VA,t,,,POINT(-78.150529 39.2226291),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Brian Omps Towing and Repair"", ""shop"": ""car_repair"", ""addr:city"": ""Winchester"", ""addr:state"": ""VA"", ""addr:street"": ""Tyson Drive"", ""payment:cash"": ""yes"", ""payment:visa"": ""yes"", ""addr:postcode"": ""22603"", ""addr:housenumber"": ""240"", ""payment:mastercard"": ""yes"", ""payment:credit_cards"": ""yes"", ""service:vehicle:tyres"": ""yes"", ""service:vehicle:towing"": ""yes"", ""service:vehicle:alignment"": ""yes"", ""service:vehicle:car_repair"": ""yes"", ""service:vehicle:inspection"": ""yes"", ""service:vehicle:oil_change"": ""yes"", ""service:vehicle:diagnostics"": ""yes"", ""service:vehicle:transmission"": ""yes"", ""service:vehicle:truck_repair"": ""yes""}",441722,I 81,I 81,1085,t
node/12297843844,Speedco,Speedco,,t,,,POINT(-82.5405434 34.6742027),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Speedco"", ""shop"": ""truck_repair"", ""brand"": ""Speedco"", ""website"": ""https://www.loves.com/locations/871"", ""brand:wikidata"": ""Q112455073""}",406512,I 85,I 85,133,t
node/12298102266,Speedco,Speedco,,t,,,POINT(-75.9236383 44.001478),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Speedco"", ""shop"": ""truck_repair"", ""brand"": ""Speedco"", ""brand:wikidata"": ""Q112455073""}",454298,I 81,NORTH-SOUTH EXWY,163,t
node/12319852653,Hoffmann Truck Repair Services,,,t,,,POINT(-95.2565728 29.885925),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Hoffmann Truck Repair Services"", ""shop"": ""truck_repair"", ""phone"": ""+1-281-458-2675""}",142615,S 8,E SAM HOUSTON PKWY,5210,f
node/12335176482,Genesis Collision Center,,OK,t,,,POINT(-94.6272814 35.0478101),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Genesis Collision Center"", ""shop"": ""car_repair"", ""phone"": ""+1 918 647 8724"", ""operator"": ""Timothy Law"", ""addr:city"": ""Poteau"", ""addr:state"": ""OK"", ""addr:street"": ""South McKenna Street"", ""addr:postcode"": ""74966"", ""opening_hours"": ""Mo-Fr 08:00-17:00"", ""addr:housenumber"": ""711"", ""not:brand:wikidata"": ""Q21451523"", ""service:vehicle:repairs"": ""yes"", ""service:vehicle:painting"": ""yes"", ""service:vehicle:body_repair"": ""yes"", ""service:vehicle:transmission"": ""yes"", ""service:vehicle:truck_repair"": ""yes""}",254083,U 59,U 59,181,t
node/12428179310,,,,t,,,POINT(-122.0829588 37.6051808),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""truck_repair""}",28214,I 880,NIMITZ FRWY,1355,t
